arrayNames	no.beads	chip	row	col	noiseIntensity	Sample.Plate	Sample.Name	AMP.Plate	Sample.Well	Parent1	Parent2	PedigreeID
X4469076718_E	4469076718_E	561894	4469076718	E	1	0.8137948	SMS_031	119_611_2541	WG0008967-MSA2	G09	111900000	100061100	111961110
X4469076718_F	4469076718_F	560921	4469076718	F	1	0.8447812	SMS_031	119_611_2542	WG0008967-MSA2	H09	111900000	100061100	111961111
X4469076800_E	4469076800_E	510761	4469076800	E	1	0.9677788	SMS_031	119_611_2537	WG0008967-MSA2	C09	111900000	100061100	111961106
X4469076800_F	4469076800_F	505657	4469076800	F	1	1.0172328	SMS_031	119_611_2538	WG0008967-MSA2	D09	111900000	100061100	111961107
X4469076835_E	4469076835_E	521587	4469076835	E	1	1.1295380	SMS_031	119_611_2535	WG0008967-MSA2	A09	111900000	100061100	111961104
X4469076835_F	4469076835_F	482547	4469076835	F	1	1.2038093	SMS_031	119_611_2536	WG0008967-MSA2	B09	111900000	100061100	111961105
X4469076835_G	4469076835_G	528095	4469076835	G	1	1.1212268	SMS_031	119_611_2543	WG0008967-MSA2	A10	111900000	100061100	111961112
X4469076623_B	4469076623_B	519827	4469076623	B	1	0.9818285	SMS_019	065_519_1384	WG0008914-MSA2	F07	108300000	100062100	108362159
X4469076487_E	4469076487_E	522214	4469076487	E	1	0.9480496	SMS_023	083_621_1775	WG0004746-MSA2	A09	108300000	100062100	108362104
X4469076487_F	4469076487_F	540709	4469076487	F	1	1.0509676	SMS_023	083_621_1776	WG0004746-MSA2	B09	108300000	100062100	108362105
X4469076586_E	4469076586_E	517458	4469076586	E	1	0.9170273	SMS_023	083_621_1777	WG0004746-MSA2	C09	108300000	100062100	108362106
X4469076586_F	4469076586_F	541352	4469076586	F	1	0.9603310	SMS_023	083_621_1778	WG0004746-MSA2	D09	108300000	100062100	108362107
X4469076669_C	4469076669_C	567239	4469076669	C	1	0.9151063	SMS_023	083_621_1773	WG0004746-MSA2	G08	108300000	100062100	108362102
X4469076669_D	4469076669_D	556407	4469076669	D	1	1.1073965	SMS_023	083_621_1774	WG0004746-MSA2	H08	108300000	100062100	108362103
X4469076669_E	4469076669_E	551448	4469076669	E	1	0.9801056	SMS_023	083_621_1781	WG0004746-MSA2	G09	108300000	100062100	108362110
X4469076771_D	4469076771_D	474227	4469076771	D	1	0.8016307	SMS_023	083_621_1772	WG0004746-MSA2	F08	108300000	100062100	108362101
X4469076771_E	4469076771_E	528002	4469076771	E	1	0.7527730	SMS_023	083_621_1779	WG0004746-MSA2	E09	108300000	100062100	108362108
X4469076771_F	4469076771_F	526214	4469076771	F	1	0.8089717	SMS_023	083_621_1780	WG0004746-MSA2	F09	108300000	100062100	108362109
X4469076034_A	4469076034_A	580702	4469076034	A	1	0.9485472	SMS_024	085_623_1810	WG0009000-MSA2	E01	108500000	100062300	108562307
X4469076034_B	4469076034_B	582433	4469076034	B	1	0.9345690	SMS_024	085_623_1811	WG0009000-MSA2	F01	108500000	100062300	108562308
X4469076035_A	4469076035_A	569543	4469076035	A	1	0.7269582	SMS_024	085_623_1806	WG0009000-MSA2	A01	108500000	100062300	108562303
X4469076035_B	4469076035_B	568766	4469076035	B	1	1.2516221	SMS_024	085_623_1807	WG0009000-MSA2	B01	108500000	100062300	108562304
X4469076035_C	4469076035_C	531892	4469076035	C	1	1.4675932	SMS_024	085_623_1814	WG0009000-MSA2	A02	108500000	100062300	108562311
X4469076035_D	4469076035_D	557130	4469076035	D	1	1.5128747	SMS_024	085_623_1815	WG0009000-MSA2	B02	108500000	100062300	108562312
X4469076038_A	4469076038_A	545382	4469076038	A	1	0.8701934	SMS_024	085_623_1808	WG0009000-MSA2	C01	108500000	100062300	108562305
X4469076038_B	4469076038_B	492272	4469076038	B	1	0.8875855	SMS_024	085_623_1809	WG0009000-MSA2	D01	108500000	100062300	108562306
X4469076044_A	4469076044_A	494247	4469076044	A	1	0.7519990	SMS_024	085_623_1812	WG0009000-MSA2	G01	108500000	100062300	108562309
X4469076044_B	4469076044_B	515417	4469076044	B	1	0.7994216	SMS_024	085_623_1813	WG0009000-MSA2	H01	108500000	100062300	108562310
X4469076669_K	4469076669_K	534322	4469076669	K	1	0.7904710	SMS_023	085_623_1804	WG0004746-MSA2	G12	108500000	100062300	108562301
X4469076669_L	4469076669_L	526186	4469076669	L	1	0.9367094	SMS_023	085_623_1805	WG0004746-MSA2	H12	108500000	100062300	108562302
X4469076034_C	4469076034_C	587438	4469076034	C	1	0.9721535	SMS_024	085_624_1818	WG0009000-MSA2	E02	108500000	100062400	108562403
X4469076034_D	4469076034_D	574479	4469076034	D	1	1.0671092	SMS_024	085_624_1819	WG0009000-MSA2	F02	108500000	100062400	108562404
X4469076034_E	4469076034_E	573935	4469076034	E	1	0.9885599	SMS_024	085_624_1826	WG0009000-MSA2	E03	108500000	100062400	108562411
X4469076034_F	4469076034_F	556570	4469076034	F	1	0.9056946	SMS_024	085_624_1827	WG0009000-MSA2	F03	108500000	100062400	108562412
X4469076035_E	4469076035_E	577152	4469076035	E	1	1.6095033	SMS_024	085_624_1822	WG0009000-MSA2	A03	108500000	100062400	108562407
X4469076035_F	4469076035_F	570200	4469076035	F	1	1.5099903	SMS_024	085_624_1823	WG0009000-MSA2	B03	108500000	100062400	108562408
X4469076038_C	4469076038_C	495706	4469076038	C	1	0.9076088	SMS_024	085_624_1816	WG0009000-MSA2	C02	108500000	100062400	108562401
X4469076038_D	4469076038_D	378152	4469076038	D	1	0.9954887	SMS_024	085_624_1817	WG0009000-MSA2	D02	108500000	100062400	108562402
X4469076038_E	4469076038_E	519280	4469076038	E	1	0.9677934	SMS_024	085_624_1824	WG0009000-MSA2	C03	108500000	100062400	108562409
X4469076038_F	4469076038_F	498675	4469076038	F	1	0.8225431	SMS_024	085_624_1825	WG0009000-MSA2	D03	108500000	100062400	108562410
X4469076044_C	4469076044_C	514477	4469076044	C	1	0.7706157	SMS_024	085_624_1820	WG0009000-MSA2	G02	108500000	100062400	108562405
X4469076044_D	4469076044_D	508845	4469076044	D	1	0.8607458	SMS_024	085_624_1821	WG0009000-MSA2	H02	108500000	100062400	108562406
X4469076044_E	4469076044_E	529244	4469076044	E	1	0.8046390	SMS_024	085_624_1828	WG0009000-MSA2	G03	108500000	100062400	108562413
X4469076109_A	4469076109_A	575084	4469076109	A	1	0.8089413	SMS_025	089_627_1907	WG0008999-MSA2	G01	108900000	100062700	108962707
X4469076302_A	4469076302_A	542808	4469076302	A	1	1.1038314	SMS_025	089_627_1901	WG0008999-MSA2	A01	108900000	100062700	108962701
X4469076302_B	4469076302_B	553148	4469076302	B	1	0.7476347	SMS_025	089_627_1902	WG0008999-MSA2	B01	108900000	100062700	108962702
X4469076302_C	4469076302_C	529206	4469076302	C	1	0.7664524	SMS_025	089_627_1909	WG0008999-MSA2	A02	108900000	100062700	108962709
X4469076302_D	4469076302_D	511480	4469076302	D	1	0.7283435	SMS_025	089_627_1910	WG0008999-MSA2	B02	108900000	100062700	108962710
X4469076318_A	4469076318_A	533063	4469076318	A	1	0.8524282	SMS_025	089_627_1903	WG0008999-MSA2	C01	108900000	100062700	108962703
X4469076318_B	4469076318_B	510865	4469076318	B	1	0.7748382	SMS_025	089_627_1904	WG0008999-MSA2	D01	108900000	100062700	108962704
X4469076318_C	4469076318_C	538864	4469076318	C	1	0.8574543	SMS_025	089_627_1911	WG0008999-MSA2	C02	108900000	100062700	108962711
X4469076318_D	4469076318_D	468592	4469076318	D	1	0.8107842	SMS_025	089_627_1912	WG0008999-MSA2	D02	108900000	100062700	108962712
X4469076361_A	4469076361_A	507041	4469076361	A	1	0.9634833	SMS_025	089_627_1905	WG0008999-MSA2	E01	108900000	100062700	108962705
X4469076361_B	4469076361_B	478358	4469076361	B	1	0.9865753	SMS_025	089_627_1906	WG0008999-MSA2	F01	108900000	100062700	108962706
X4469076605_C	4469076605_C	519886	4469076605	C	1	1.0397472	SMS_026	094_632_2010	WG0009025-MSA2	G02	109400000	100063200	109463204
X4469076605_D	4469076605_D	510211	4469076605	D	1	0.9922280	SMS_026	094_632_2011	WG0009025-MSA2	H02	109400000	100063200	109463205
X4469076605_E	4469076605_E	527939	4469076605	E	1	1.1522871	SMS_026	094_632_2018	WG0009025-MSA2	G03	109400000	100063200	109463212
X4469076605_F	4469076605_F	488633	4469076605	F	1	1.1754250	SMS_026	094_632_2019	WG0009025-MSA2	H03	109400000	100063200	109463213
X4469076622_C	4469076622_C	528548	4469076622	C	1	1.0590902	SMS_026	094_632_2008	WG0009025-MSA2	E02	109400000	100063200	109463202
X4469076622_D	4469076622_D	525513	4469076622	D	1	1.0733126	SMS_026	094_632_2009	WG0009025-MSA2	F02	109400000	100063200	109463203
X4469076622_E	4469076622_E	534317	4469076622	E	1	1.1948194	SMS_026	094_632_2016	WG0009025-MSA2	E03	109400000	100063200	109463210
X4469076622_F	4469076622_F	494352	4469076622	F	1	1.0437835	SMS_026	094_632_2017	WG0009025-MSA2	F03	109400000	100063200	109463211
X4469076699_D	4469076699_D	543342	4469076699	D	1	0.9619944	SMS_026	094_632_2007	WG0009025-MSA2	D02	109400000	100063200	109463201
X4469076699_E	4469076699_E	531704	4469076699	E	1	0.9420802	SMS_026	094_632_2014	WG0009025-MSA2	C03	109400000	100063200	109463208
X4469076833_E	4469076833_E	454178	4469076833	E	1	1.1344469	SMS_026	094_632_2012	WG0009025-MSA2	A03	109400000	100063200	109463206
X4469076833_F	4469076833_F	462271	4469076833	F	1	1.0670411	SMS_026	094_632_2013	WG0009025-MSA2	B03	109400000	100063200	109463207
X4469076605_G	4469076605_G	530619	4469076605	G	1	1.1882476	SMS_026	094_633_2026	WG0009025-MSA2	G04	109400000	100063300	109463307
X4469076605_H	4469076605_H	506389	4469076605	H	1	1.0926636	SMS_026	094_633_2027	WG0009025-MSA2	H04	109400000	100063300	109463308
X4469076622_G	4469076622_G	541699	4469076622	G	1	1.0620451	SMS_026	094_633_2024	WG0009025-MSA2	E04	109400000	100063300	109463305
X4469076622_H	4469076622_H	527685	4469076622	H	1	1.1811031	SMS_026	094_633_2025	WG0009025-MSA2	F04	109400000	100063300	109463306
X4469076622_I	4469076622_I	529310	4469076622	I	1	1.1361193	SMS_026	094_633_2032	WG0009025-MSA2	E05	109400000	100063300	109463313
X4469076622_J	4469076622_J	520980	4469076622	J	1	1.0787168	SMS_026	094_633_2033	WG0009025-MSA2	F05	109400000	100063300	109463314
X4469076699_G	4469076699_G	508883	4469076699	G	1	1.0493037	SMS_026	094_633_2022	WG0009025-MSA2	C04	109400000	100063300	109463303
X4469076699_H	4469076699_H	512605	4469076699	H	1	1.1014754	SMS_026	094_633_2023	WG0009025-MSA2	D04	109400000	100063300	109463304
X4469076699_I	4469076699_I	537761	4469076699	I	1	1.0342094	SMS_026	094_633_2030	WG0009025-MSA2	C05	109400000	100063300	109463311
X4469076699_J	4469076699_J	516308	4469076699	J	1	1.0743085	SMS_026	094_633_2031	WG0009025-MSA2	D05	109400000	100063300	109463312
X4469076833_G	4469076833_G	522836	4469076833	G	1	1.2874426	SMS_026	094_633_2020	WG0009025-MSA2	A04	109400000	100063300	109463301
X4469076833_H	4469076833_H	476436	4469076833	H	1	1.1352917	SMS_026	094_633_2021	WG0009025-MSA2	B04	109400000	100063300	109463302
X4469076833_I	4469076833_I	507293	4469076833	I	1	1.0748197	SMS_026	094_633_2028	WG0009025-MSA2	A05	109400000	100063300	109463309
X4469076833_J	4469076833_J	449486	4469076833	J	1	1.1875466	SMS_026	094_633_2029	WG0009025-MSA2	B05	109400000	100063300	109463310
X4469076126_A	4469076126_A	553242	4469076126	A	1	0.9178576	SMS_027	098_638_2095	WG0009024-MSA2	E01	109800000	100063800	109863809
X4469076126_B	4469076126_B	511670	4469076126	B	1	0.9238348	SMS_027	098_638_2096	WG0009024-MSA2	F01	109800000	100063800	109863810
X4469076169_B	4469076169_B	500366	4469076169	B	1	0.9262994	SMS_027	098_638_2092	WG0009024-MSA2	B01	109800000	100063800	109863806
X4469076170_A	4469076170_A	490504	4469076170	A	1	0.8750748	SMS_027	098_638_2093	WG0009024-MSA2	C01	109800000	100063800	109863807
X4469076170_B	4469076170_B	487159	4469076170	B	1	0.8372823	SMS_027	098_638_2094	WG0009024-MSA2	D01	109800000	100063800	109863808
X4469076417_A	4469076417_A	518040	4469076417	A	1	0.9902201	SMS_027	098_638_2097	WG0009024-MSA2	G01	109800000	100063800	109863811
X4469076417_B	4469076417_B	448335	4469076417	B	1	1.0131142	SMS_027	098_638_2098	WG0009024-MSA2	H01	109800000	100063800	109863812
X4469076593_K	4469076593_K	558895	4469076593	K	1	0.9391006	SMS_026	098_638_2087	WG0009025-MSA2	E12	109800000	100063800	109863801
X4469076593_L	4469076593_L	537411	4469076593	L	1	0.8439426	SMS_026	098_638_2088	WG0009025-MSA2	F12	109800000	100063800	109863802
X4469076606_K	4469076606_K	500192	4469076606	K	1	1.1313614	SMS_026	098_638_2089	WG0009025-MSA2	G12	109800000	100063800	109863803
X4469076606_L	4469076606_L	397389	4469076606	L	1	0.9931660	SMS_026	098_638_2090	WG0009025-MSA2	H12	109800000	100063800	109863804
X4469076133_D	4469076133_D	523550	4469076133	D	1	1.0142818	SMS_016	053_522_1109	WG0011122-MSA2	H08	109800000	100063900	109863954
X4469076126_C	4469076126_C	521529	4469076126	C	1	0.9031593	SMS_027	098_639_2103	WG0009024-MSA2	E02	109800000	100063900	109863905
X4469076126_D	4469076126_D	530117	4469076126	D	1	0.9662438	SMS_027	098_639_2104	WG0009024-MSA2	F02	109800000	100063900	109863906
X4469076126_E	4469076126_E	536927	4469076126	E	1	0.9962895	SMS_027	098_639_2111	WG0009024-MSA2	E03	109800000	100063900	109863913
X4469076169_C	4469076169_C	518513	4469076169	C	1	1.0704597	SMS_027	098_639_2099	WG0009024-MSA2	A02	109800000	100063900	109863901
X4469076169_D	4469076169_D	463488	4469076169	D	1	1.1057491	SMS_027	098_639_2100	WG0009024-MSA2	B02	109800000	100063900	109863902
X4469076169_E	4469076169_E	532388	4469076169	E	1	1.1096765	SMS_027	098_639_2107	WG0009024-MSA2	A03	109800000	100063900	109863909
X4469076169_F	4469076169_F	518806	4469076169	F	1	1.1170012	SMS_027	098_639_2108	WG0009024-MSA2	B03	109800000	100063900	109863910
X4469076170_C	4469076170_C	502507	4469076170	C	1	0.8878808	SMS_027	098_639_2101	WG0009024-MSA2	C02	109800000	100063900	109863903
X4469076170_D	4469076170_D	496649	4469076170	D	1	0.9604620	SMS_027	098_639_2102	WG0009024-MSA2	D02	109800000	100063900	109863904
X4469076170_F	4469076170_F	498346	4469076170	F	1	1.0039195	SMS_027	098_639_2110	WG0009024-MSA2	D03	109800000	100063900	109863912
X4469076417_C	4469076417_C	492130	4469076417	C	1	0.9892483	SMS_027	098_639_2105	WG0009024-MSA2	G02	109800000	100063900	109863907
X4469076417_D	4469076417_D	397833	4469076417	D	1	0.9250763	SMS_027	098_639_2106	WG0009024-MSA2	H02	109800000	100063900	109863908
X4469076124_I	4469076124_I	526715	4469076124	I	1	1.0288604	SMS_027	102_641_2177	WG0009024-MSA2	G11	110200000	100064100	110264105
X4469076124_J	4469076124_J	523688	4469076124	J	1	0.9783446	SMS_027	102_641_2178	WG0009024-MSA2	H11	110200000	100064100	110264106
X4469076154_L	4469076154_L	539573	4469076154	L	1	0.9133954	SMS_027	102_641_2179	WG0009024-MSA2	B12	110200000	100064100	110264107
X4469076171_I	4469076171_I	507932	4469076171	I	1	1.1094037	SMS_027	102_641_2175	WG0009024-MSA2	E11	110200000	100064100	110264103
X4469076171_J	4469076171_J	515527	4469076171	J	1	0.9819771	SMS_027	102_641_2176	WG0009024-MSA2	F11	110200000	100064100	110264104
X4469076171_L	4469076171_L	504394	4469076171	L	1	0.9353991	SMS_027	102_641_2183	WG0009024-MSA2	F12	110200000	100064100	110264110
X4469076419_I	4469076419_I	509653	4469076419	I	1	1.0825814	SMS_027	102_641_2173	WG0009024-MSA2	C11	110200000	100064100	110264101
X4469076419_J	4469076419_J	500354	4469076419	J	1	0.9825597	SMS_027	102_641_2174	WG0009024-MSA2	D11	110200000	100064100	110264102
X4469076419_K	4469076419_K	529575	4469076419	K	1	0.9913316	SMS_027	102_641_2180	WG0009024-MSA2	C12	110200000	100064100	110264108
X4469076419_L	4469076419_L	529444	4469076419	L	1	0.9177875	SMS_027	102_641_2181	WG0009024-MSA2	D12	110200000	100064100	110264109
X4469076124_K	4469076124_K	535805	4469076124	K	1	0.9065846	SMS_027	102_642_2184	WG0009024-MSA2	G12	110200000	100064200	110264201
X4469076124_L	4469076124_L	517988	4469076124	L	1	0.8408762	SMS_027	102_642_2185	WG0009024-MSA2	H12	110200000	100064200	110264202
X4469076571_A	4469076571_A	520853	4469076571	A	1	0.8885346	SMS_028	102_642_2188	WG0009023-MSA2	C01	110200000	100064200	110264205
X4469076571_B	4469076571_B	510170	4469076571	B	1	0.9253909	SMS_028	102_642_2189	WG0009023-MSA2	D01	110200000	100064200	110264206
X4469076573_A	4469076573_A	509009	4469076573	A	1	0.9830166	SMS_028	102_642_2186	WG0009023-MSA2	A01	110200000	100064200	110264203
X4469076573_B	4469076573_B	478499	4469076573	B	1	1.0019220	SMS_028	102_642_2187	WG0009023-MSA2	B01	110200000	100064200	110264204
X4469076573_C	4469076573_C	498324	4469076573	C	1	1.0959586	SMS_028	102_642_2194	WG0009023-MSA2	A02	110200000	100064200	110264211
X4469076803_A	4469076803_A	504577	4469076803	A	1	0.8940865	SMS_028	102_642_2192	WG0009023-MSA2	G01	110200000	100064200	110264209
X4469076803_B	4469076803_B	506061	4469076803	B	1	0.9030796	SMS_028	102_642_2193	WG0009023-MSA2	H01	110200000	100064200	110264210
X4469076828_A	4469076828_A	543823	4469076828	A	1	0.7097311	SMS_028	102_642_2190	WG0009023-MSA2	E01	110200000	100064200	110264207
X4469076828_B	4469076828_B	506146	4469076828	B	1	0.8550301	SMS_028	102_642_2191	WG0009023-MSA2	F01	110200000	100064200	110264208
X4469076736_C	4469076736_C	515451	4469076736	C	1	0.9893316	SMS_034	133_652_2816	WG0011256-MSA2	E08	113300000	100065200	113365204
X4469076736_D	4469076736_D	549826	4469076736	D	1	1.0065969	SMS_034	133_652_2817	WG0011256-MSA2	F08	113300000	100065200	113365205
X4469076797_D	4469076797_D	467085	4469076797	D	1	0.8390196	SMS_034	133_652_2813	WG0011256-MSA2	B08	113300000	100065200	113365201
X4469076797_E	4469076797_E	525435	4469076797	E	1	0.8080120	SMS_034	133_652_2820	WG0011256-MSA2	A09	113300000	100065200	113365208
X4469076797_F	4469076797_F	496095	4469076797	F	1	0.8339636	SMS_034	133_652_2821	WG0011256-MSA2	B09	113300000	100065200	113365209
X4469076798_C	4469076798_C	504239	4469076798	C	1	1.0395420	SMS_034	133_652_2814	WG0011256-MSA2	C08	113300000	100065200	113365202
X4469076798_D	4469076798_D	481513	4469076798	D	1	0.9689871	SMS_034	133_652_2815	WG0011256-MSA2	D08	113300000	100065200	113365203
X4469076798_E	4469076798_E	512819	4469076798	E	1	1.0241113	SMS_034	133_652_2822	WG0011256-MSA2	C09	113300000	100065200	113365210
X4469076805_C	4469076805_C	530965	4469076805	C	1	1.1926587	SMS_034	133_652_2818	WG0011256-MSA2	G08	113300000	100065200	113365206
X4469076805_D	4469076805_D	440149	4469076805	D	1	1.1550737	SMS_034	133_652_2819	WG0011256-MSA2	H08	113300000	100065200	113365207
X4469076813_H	4469076813_H	547301	4469076813	H	1	1.0734349	SMS_010	025_542_0549	WG0011118-MSA2	B10	111600000	100065300	111665353
X4469076600_A	4469076600_A	487673	4469076600	A	1	0.9478148	SMS_031	116_653_2475	WG0008967-MSA2	E01	111600000	100065300	111665301
X4469076600_B	4469076600_B	472853	4469076600	B	1	0.9867941	SMS_031	116_653_2476	WG0008967-MSA2	F01	111600000	100065300	111665302
X4469076600_D	4469076600_D	465493	4469076600	D	1	1.0245906	SMS_031	116_653_2484	WG0008967-MSA2	F02	111600000	100065300	111665310
X4469076601_C	4469076601_C	518980	4469076601	C	1	1.0535938	SMS_031	116_653_2481	WG0008967-MSA2	C02	111600000	100065300	111665307
X4469076601_D	4469076601_D	473307	4469076601	D	1	1.0394217	SMS_031	116_653_2482	WG0008967-MSA2	D02	111600000	100065300	111665308
X4469076753_C	4469076753_C	539595	4469076753	C	1	1.0297119	SMS_031	116_653_2479	WG0008967-MSA2	A02	111600000	100065300	111665305
X4469076753_D	4469076753_D	489689	4469076753	D	1	1.0909372	SMS_031	116_653_2480	WG0008967-MSA2	B02	111600000	100065300	111665306
X4469076816_A	4469076816_A	552275	4469076816	A	1	0.8936005	SMS_031	116_653_2477	WG0008967-MSA2	G01	111600000	100065300	111665303
X4469076816_B	4469076816_B	563575	4469076816	B	1	0.8354541	SMS_031	116_653_2478	WG0008967-MSA2	H01	111600000	100065300	111665304
X4469076320_L	4469076320_L	483931	4469076320	L	1	0.7871141	SMS_022	078_598_1659	WG0008906-MSA2	D06	111500000	100065500	111565553
X4469076433_I	4469076433_I	495335	4469076433	I	1	1.1363357	SMS_030	115_655_2456	WG0008876-MSA2	A11	111500000	100065500	111565504
X4469076433_J	4469076433_J	503579	4469076433	J	1	1.1832727	SMS_030	115_655_2457	WG0008876-MSA2	B11	111500000	100065500	111565505
X4469076434_I	4469076434_I	561333	4469076434	I	1	1.0867133	SMS_030	115_655_2458	WG0008876-MSA2	C11	111500000	100065500	111565506
X4469076434_J	4469076434_J	556746	4469076434	J	1	1.1132929	SMS_030	115_655_2459	WG0008876-MSA2	D11	111500000	100065500	111565507
X4469076435_G	4469076435_G	520873	4469076435	G	1	1.0274281	SMS_030	115_655_2454	WG0008876-MSA2	G10	111500000	100065500	111565502
X4469076435_H	4469076435_H	473933	4469076435	H	1	1.0430822	SMS_030	115_655_2455	WG0008876-MSA2	H10	111500000	100065500	111565503
X4469076435_I	4469076435_I	496217	4469076435	I	1	1.1236167	SMS_030	115_655_2462	WG0008876-MSA2	G11	111500000	100065500	111565510
X4469076435_J	4469076435_J	416356	4469076435	J	1	1.0744681	SMS_030	115_655_2463	WG0008876-MSA2	H11	111500000	100065500	111565511
X4469076604_H	4469076604_H	508993	4469076604	H	1	1.2054699	SMS_030	115_655_2453	WG0008876-MSA2	F10	111500000	100065500	111565501
X4469076604_I	4469076604_I	556542	4469076604	I	1	1.1723564	SMS_030	115_655_2460	WG0008876-MSA2	E11	111500000	100065500	111565508
X4469076604_J	4469076604_J	527509	4469076604	J	1	1.2226210	SMS_030	115_655_2461	WG0008876-MSA2	F11	111500000	100065500	111565509
X4469076434_K	4469076434_K	558537	4469076434	K	1	1.1462818	SMS_030	115_656_2465	WG0008876-MSA2	C12	111500000	100065600	111565601
X4469076434_L	4469076434_L	538672	4469076434	L	1	1.1024879	SMS_030	115_656_2466	WG0008876-MSA2	D12	111500000	100065600	111565602
X4469076435_K	4469076435_K	479617	4469076435	K	1	0.8781060	SMS_030	115_656_2469	WG0008876-MSA2	G12	111500000	100065600	111565605
X4469076435_L	4469076435_L	457761	4469076435	L	1	0.8350879	SMS_030	115_656_2470	WG0008876-MSA2	H12	111500000	100065600	111565606
X4469076601_A	4469076601_A	510278	4469076601	A	1	0.9322082	SMS_031	115_656_2473	WG0008967-MSA2	C01	111500000	100065600	111565609
X4469076601_B	4469076601_B	457303	4469076601	B	1	0.8540806	SMS_031	115_656_2474	WG0008967-MSA2	D01	111500000	100065600	111565610
X4469076604_K	4469076604_K	540229	4469076604	K	1	1.2166973	SMS_030	115_656_2467	WG0008876-MSA2	E12	111500000	100065600	111565603
X4469076604_L	4469076604_L	520302	4469076604	L	1	1.1203565	SMS_030	115_656_2468	WG0008876-MSA2	F12	111500000	100065600	111565604
X4469076753_A	4469076753_A	526066	4469076753	A	1	1.0899638	SMS_031	115_656_2471	WG0008967-MSA2	A01	111500000	100065600	111565607
X4469076753_B	4469076753_B	489493	4469076753	B	1	1.1321722	SMS_031	115_656_2472	WG0008967-MSA2	B01	111500000	100065600	111565608
X4469076600_E	4469076600_E	496763	4469076600	E	1	0.9805086	SMS_031	116_657_2491	WG0008967-MSA2	E03	111600000	100065700	111665707
X4469076600_F	4469076600_F	461057	4469076600	F	1	0.9797756	SMS_031	116_657_2492	WG0008967-MSA2	F03	111600000	100065700	111665708
X4469076601_E	4469076601_E	506145	4469076601	E	1	1.0321484	SMS_031	116_657_2489	WG0008967-MSA2	C03	111600000	100065700	111665705
X4469076753_E	4469076753_E	519272	4469076753	E	1	1.1565398	SMS_031	116_657_2487	WG0008967-MSA2	A03	111600000	100065700	111665703
X4469076753_F	4469076753_F	502496	4469076753	F	1	1.1409490	SMS_031	116_657_2488	WG0008967-MSA2	B03	111600000	100065700	111665704
X4469076816_C	4469076816_C	566081	4469076816	C	1	0.7593594	SMS_031	116_657_2485	WG0008967-MSA2	G02	111600000	100065700	111665701
X4469076816_D	4469076816_D	531473	4469076816	D	1	0.8144313	SMS_031	116_657_2486	WG0008967-MSA2	H02	111600000	100065700	111665702
X4469076816_E	4469076816_E	550054	4469076816	E	1	0.8703094	SMS_031	116_657_2493	WG0008967-MSA2	G03	111600000	100065700	111665709
X4469076816_F	4469076816_F	518117	4469076816	F	1	0.9013912	SMS_031	116_657_2494	WG0008967-MSA2	H03	111600000	100065700	111665710
X4469076472_A	4469076472_A	535001	4469076472	A	1	0.9950896	SMS_032	121_661_2566	WG0008909-MSA2	A01	112100000	100099900	112199911
X4469076472_B	4469076472_B	530346	4469076472	B	1	0.9752481	SMS_032	121_661_2567	WG0008909-MSA2	B01	112100000	100099900	112199912
X4469076577_J	4469076577_J	470183	4469076577	J	1	1.2749976	SMS_031	121_661_2556	WG0008967-MSA2	F11	112100000	100099900	112199901
X4469076577_K	4469076577_K	468046	4469076577	K	1	1.2603916	SMS_031	121_661_2562	WG0008967-MSA2	E12	112100000	100099900	112199907
X4469076577_L	4469076577_L	463536	4469076577	L	1	0.9059033	SMS_031	121_661_2563	WG0008967-MSA2	F12	112100000	100099900	112199908
X4469076718_I	4469076718_I	555456	4469076718	I	1	0.9691215	SMS_031	121_661_2557	WG0008967-MSA2	G11	112100000	100099900	112199902
X4469076718_J	4469076718_J	529708	4469076718	J	1	0.8771792	SMS_031	121_661_2558	WG0008967-MSA2	H11	112100000	100099900	112199903
X4469076718_K	4469076718_K	569149	4469076718	K	1	0.7834464	SMS_031	121_661_2564	WG0008967-MSA2	G12	112100000	100099900	112199909
X4469076718_L	4469076718_L	556041	4469076718	L	1	0.7131179	SMS_031	121_661_2565	WG0008967-MSA2	H12	112100000	100099900	112199910
X4469076800_K	4469076800_K	529578	4469076800	K	1	1.0350158	SMS_031	121_661_2560	WG0008967-MSA2	C12	112100000	100099900	112199905
X4469076800_L	4469076800_L	510358	4469076800	L	1	0.7902330	SMS_031	121_661_2561	WG0008967-MSA2	D12	112100000	100099900	112199906
X4469076835_L	4469076835_L	490378	4469076835	L	1	0.9108876	SMS_031	121_661_2559	WG0008967-MSA2	B12	112100000	100099900	112199904
X4469076736_A	4469076736_A	479077	4469076736	A	1	0.9087614	SMS_034	133_670_2808	WG0011256-MSA2	E07	113300000	100067000	113367005
X4469076736_B	4469076736_B	505776	4469076736	B	1	0.9104644	SMS_034	133_670_2809	WG0011256-MSA2	F07	113300000	100067000	113367006
X4469076797_A	4469076797_A	535399	4469076797	A	1	0.8744777	SMS_034	133_670_2804	WG0011256-MSA2	A07	113300000	100067000	113367001
X4469076797_B	4469076797_B	530011	4469076797	B	1	0.8765571	SMS_034	133_670_2805	WG0011256-MSA2	B07	113300000	100067000	113367002
X4469076797_C	4469076797_C	498362	4469076797	C	1	0.8197552	SMS_034	133_670_2812	WG0011256-MSA2	A08	113300000	100067000	113367009
